BuscoID,BUSCO_LittleSkate,BUSCO_Chicken,BUSCO_Human,BUSCO_Mouse,BUSCO_ThornySkate,BUSCO_Zebrafish
262221at7742,chr28&18814847,chr19&4622515,chr17&35100953,chr11&82878940,chr28&20696863,chr5&60873388
90360at7742,chr28&18913659,chr19&4652151,chr17&34983267,chr11&82783614,chr28&20794723,chr5&60850483
226571at7742,chr28&18972500,chr19&501176,chr7&73303415,chr5&135369984,chr28&20869564,chr10&35153096
264772at7742,chr28&20479958,chr19&486472,chr7&73328602,chr5&135337617,chr28&22567904,chr5&55984329
36449at7742,chr28&20699904,chr19&408485,chr7&73442196,chr5&135187650,chr28&22829867,chr18&41561285
173047at7742,chr28&20771370,chr19&341486,chr17&58206079,chr11&87853250,chr28&22899001,chr5&56091023
363898at7742,chr28&21567954,chr19&851826,chr7&73736559,chr5&135003754,chr28&23752490,chr21&25704324
109650at7742,chr28&21863787,chr19&713168,chr17&58356010,,chr28&24118111,chr5&2873385
223874at7742,chr28&22969205,chr19&360734,chr7&73570507,chr5&135149738,chr28&25479216,chr10&33254792
344060at7742,chr28&23096677,chr19&997073,chr7&66988371,chr5&130246333,chr28&25617490,chr15&1891830
249530at7742,chr28&25391399,chr1&187105534,chr11&93747394,chr9&15284818,chr28&28422541,chr5&62309048
427883at7742,chr28&25952393,chr19&8272245,chr17&36486700,chr11&84911467,chr28&29043826,chr5&3928065
106855at7742,chr28&25961750,chr19&8274567,,chr11&84880643,chr28&29055833,
147455at7742,chr28&26027137,chr19&8296841,chr17&36534344,chr11&84833010,chr28&29116557,chr5&4015708
277807at7742,chr28&26773703,chr19&5211150,chr7&66927213,chr5&130229468,chr28&29919373,chr5&60891792
308917at7742,chr28&26841220,chr19&5171955,chr7&66629065,chr5&130145083,chr28&30001545,chr10&32882752
412946at7742,chr28&26944606,chr19&5108257,chr7&66114963,chr5&130029400,chr28&30108595,chr21&31244880
126277at7742,chr28&27127739,chr19&8127024,chr17&60447581,chr11&85191646,chr28&30324765,chr15&23923052
4577at7742,chr28&27539292,chr19&5492191,chr17&1650802,chr11&75491416,chr28&30809138,chr15&28234885
334896at7742,chr28&27588280,chr19&5488307,chr12&123471743,chr5&124478836,chr28&30867049,chr15&28227353
427363at7742,chr28&27631501,chr19&9950519,chr17&6641083,chr11&72207624,chr28&30919056,chr15&16328778
253823at7742,chr28&27633926,chr19&9953495,chr17&6579747,chr11&72155321,chr28&30928838,chr15&26850070
376736at7742,chr28&27897064,chr19&10032251,,chr11&72043050,chr28&31229847,chr21&39893614
18541at7742,chr28&28565309,chr19&5921267,chr17&28673402,chr11&78207583,,chr21&26030372
328582at7742,chr28&28696980,chr19&8338616,chr17&36601811,chr11&84814432,chr28&32121207,chr5&56119783
273630at7742,chr28&29128821,chr19&8547272,chr17&36949126,chr11&84426220,chr28&32700058,chr5&56277901
168022at7742,chr28&30198816,chr19&6372731,chr17&30249017,chr11&76945881,chr28&34089199,chr15&28634710
301755at7742,chr28&30469852,chr19&6334074,chr17&30159449,chr11&77028242,chr28&34371022,chr21&40398918
226989at7742,chr28&31416121,chr4&23889269,chr4&165447442,chr8&64593123,chr1&27819862,chr1&20862112
109264at7742,chr28&31661106,chr19&5957838,chr17&28728814,chr11&78166749,chr28&35823573,chr15&15469095
197023at7742,chr28&31917554,chr19&8702653,chr17&37411366,chr11&84079592,,chr15&15786457
29855at7742,chr28&31978728,chr19&8744851,chr17&37518940,chr11&83967127,,
146804at7742,chr28&32114621,chr19&8779690,chr17&37614296,,chr28&36322987,chr21&38855603
412816at7742,chr29&3002317,chr28&1436215,chr19&5678551,chr17&56607744,chr29&3341565,chr22&19547822
384476at7742,chr29&5406638,chr28&3266886,chr19&1383836,chr10&80249476,chr29&5818944,chr11&5842682
330116at7742,chr29&5420533,chr28&3270626,chr19&1397359,chr10&80258317,chr29&5839843,chr11&5855966
292271at7742,chr29&5490293,chr28&3273828,,,chr29&5876727,chr11&5880627
61935at7742,chr29&8891345,chr28&2799499,chr17&62117997,chr10&79736234,chr29&9496718,chr22&19018602
211495at7742,chr29&10978100,chr28&3095588,chr19&1206914,chr10&80116618,chr29&11701581,chr2&59046036
415659at7742,chr29&11756825,chr19&6788699,chr17&3663748,,chr29&12515610,chr11&6136374
270426at7742,chr29&11791725,chr13&1592947,chr5&140664913,chr18&36760287,chr29&12549263,chr21&34795342
263171at7742,chr29&11972646,chr28&1468286,chr19&4343594,chr17&56009250,chr29&12744984,chr8&18831038
162155at7742,chr29&14683731,chr28&4963012,chr19&4816239,chr17&56269895,chr29&15894568,chr22&4443806
280261at7742,chr29&16956491,chr28&4433872,chr19&16500793,chr8&72444751,chr29&18322595,chr22&4952101
131825at7742,chr29&16990236,chr28&4421890,chr19&16519159,chr8&72461428,chr29&18359480,chr22&4962469
251278at7742,chr29&17062749,chr28&4413206,chr19&16553679,chr8&72483766,chr29&18431220,chr11&5499661
420085at7742,chr29&18196202,chr28&3665482,chr19&19201925,chr8&70131562,chr29&19608608,chr22&18156005
186292at7742,chr29&18216167,chr28&3487881,chr19&17281759,chr8&71388933,chr29&19629848,chr19&48060599
425523at7742,chr29&18256808,chr28&3672354,chr19&19173973,chr8&70139736,chr29&19672026,chr22&18166702
241923at7742,chr29&18629274,chr28&3757093,chr19&19042757,chr8&70220665,chr29&20039614,chr2&57121596
184785at7742,chr29&22411508,chr28&2107955,chr19&2249333,chr10&80805293,chr29&24158923,chr22&20748624
379829at7742,chr29&22442316,chr28&2113092,chr19&2243419,chr10&80801233,chr29&24192159,chr2&57825567
417805at7742,chr29&22453829,chr28&2118217,chr19&2233840,chr10&80796412,chr29&24205635,chr2&57848962
33364at7742,chr29&22464234,chr28&2128096,chr19&2164185,chr10&80755444,chr29&24216351,chr22&20774652
261976at7742,chr29&23701823,chr28&4304053,chr19&17049873,chr8&71251394,chr29&25515749,chr23&12455385
361935at7742,chr29&24460131,chr28&4259032,chr19&17215406,chr8&71367235,chr29&26283264,chr22&11071782
382432at7742,chr29&24958911,chr28&4159797,chr19&7477202,chr8&3459200,chr29&26824761,chr11&5554511
107743at7742,chr29&25274869,chr28&3952736,chr19&18648722,chr8&70451438,chr29&27135714,chr11&6886477
392959at7742,chr29&25531796,chr28&3990117,chr19&18561717,chr8&70513936,chr29&27410231,chr25&20694423
32732at7742,chr29&25817479,chr28&4365672,chr19&16829421,chr8&72704759,chr29&27687024,chr8&14212547
352256at7742,chr29&25890785,chr28&2762399,chr19&507507,chr10&79669410,chr29&27762586,chr2&57879501
260905at7742,chr29&25991376,chr28&2971390,chr19&984318,chr10&79960163,chr29&27871896,chr11&13642183
154679at7742,chr29&26568349,chr28&3618685,chr19&19272541,chr8&70043047,chr29&28526722,chr2&58905391
54075at7742,chr29&27675763,chr28&774716,chr19&5692032,chr17&56614384,chr29&29790230,chr22&3161449
418976at7742,chr29&28382545,chr28&655200,chr19&2321680,,chr29&30497148,chr22&10752564
429697at7742,chr29&28753137,chr28&983612,chr19&8311505,,chr29&30823059,chr8&47804396
298175at7742,chr29&29461072,chr28&1838367,chr19&8510691,chr17&33623961,chr29&31687232,chr2&22984999
381528at7742,chr29&29617249,chr3&41239601,chr6&169702460,chr17&14943613,chr29&31815214,chr11&11333430
412223at7742,chr29&29926775,chr28&3438581,chr19&17936421,chr8&70868441,,chr8&13352404
407505at7742,chr29&30511240,chr28&1080721,chr19&3762701,chr10&81264865,chr29&32935960,chr22&15719571
407323at7742,chr29&30866656,chr28&5034896,chr19&4658005,chr17&56176924,chr29&33280893,chr22&5135275
103478at7742,chr29&31970812,chr28&2606390,chr19&4402763,chr17&56043687,chr29&34530748,chr22&22275732
297362at7742,chr30&111436,chr17&5358836,chr9&128309550,chr2&29777631,chr32&138967,chr6&41023687
356998at7742,chr30&120578,chr17&5355051,chr9&128323018,chr2&29788285,chr32&152998,chr5&54416769
249853at7742,chr30&247386,chr17&1813718,chr9&113388300,chr4&62509249,chr32&311538,chr5&54483320
97645at7742,chr30&356417,chr17&2152582,chr9&137174942,chr2&25272516,chr32&460096,chr5&54555689
331959at7742,chr30&769523,chr17&1819595,chr9&113373599,chr4&62499182,chr32&897883,chr6&41018979
248773at7742,chr30&778045,chr17&1821891,chr9&113354213,chr4&62480093,chr32&905085,chr5&54401064
276337at7742,chr30&815595,chr17&1828830,chr9&113315302,chr4&62443053,chr32&940055,chr5&9983385
155999at7742,chr30&877019,chr17&1836975,chr9&113275188,chr4&62405622,chr32&996068,chr5&57439151
437625at7742,chr30&902691,chr17&1844748,,chr14&70348989,,chr5&57359748
397721at7742,chr30&913021,chr17&1849408,chr9&113256149,chr4&62385532,chr32&1038227,chr5&57328086
432038at7742,chr30&1044759,chr17&1807599,chr9&113408811,chr4&62523944,chr32&1177522,chr5&32888563
368433at7742,chr30&1319479,chr17&1931779,chr9&137582543,chr2&24949997,,chr5&54338257
275273at7742,chr30&1341574,chr17&1942512,chr9&137555239,chr2&24962479,chr32&1492482,chr5&25077421
101854at7742,chr30&4483015,chr17&3686290,chr9&116697743,chr4&65613208,chr32&4807330,KN149782.1&25261
361842at7742,chr30&5542037,chr17&7257904,chr9&133514636,chr2&27062188,chr32&5996342,chr5&65946340
119532at7742,chr30&5629489,chr17&7312155,chr9&133636372,chr2&27165588,chr32&6086432,chr10&10564495
55500at7742,chr30&5651351,chr17&7325404,chr9&133663889,chr2&27189519,chr32&6109899,chr10&10386273
298518at7742,chr30&6604016,chr17&7169472,chr9&133351913,chr2&26913436,chr32&7137491,chr5&33280904
175714at7742,chr30&6661896,chr17&7236493,chr9&133472021,chr2&27021914,chr32&7200794,chr8&12857114
381830at7742,chr30&6686096,chr17&7226667,chr9&133460067,chr2&27009988,chr32&7221600,chr21&5947884
19367at7742,chr30&6697691,chr17&7207277,chr9&133423436,chr2&26966992,chr32&7232510,chr8&45227058
278070at7742,chr30&6753534,chr17&7201573,chr9&133406953,chr2&150099722,chr32&7289212,chr21&5927075
394021at7742,chr30&6815289,chr17&7172818,chr9&133356593,chr2&26916426,chr32&7351731,chr5&1205833
37552at7742,chr30&6931858,chr17&8149943,chr9&136443733,chr2&26412371,chr32&7523320,chr16&51907009
44744at7742,chr30&7015989,chr17&8191564,chr9&136376356,chr2&26358692,chr32&7613923,chr5&51169129
225148at7742,chr30&7152686,chr17&5946968,chr9&129637790,chr2&30823840,chr32&7729637,chr8&6903415
262189at7742,chr30&7470232,chr17&5807428,chr9&129111601,chr2&30416302,chr32&8085013,chr5&32798883
185697at7742,chr30&7729518,chr17&7080404,chr9&133031012,chr2&28567633,chr32&8346107,chr21&11367424
294047at7742,chr30&7762681,chr17&5651685,chr9&128822765,chr2&30174093,chr32&8382244,chr21&3796685
248682at7742,chr30&7792173,chr17&5637708,chr9&128787354,chr2&30133890,chr32&8414346,
167017at7742,chr30&7915034,,chr9&128633744,chr2&30031734,chr32&8544805,chr21&13217979
145946at7742,chr30&8018129,chr17&5500750,chr9&128513581,chr1&80383104,chr32&8654728,chr8&2543626
437617at7742,chr30&8104378,chr17&5473625,chr9&128160408,chr2&32379361,chr32&8747528,chr5&1219348
313364at7742,chr30&8148872,chr17&6263158,chr9&130693792,chr2&31670740,chr32&8794168,chr5&72137397
104126at7742,chr30&8712296,chr17&6516474,chr9&131498004,chr2&32237390,chr32&9404366,chr5&51111769
432887at7742,chr30&8901653,chr17&5237546,chr9&127935722,chr2&32570910,chr32&9603952,chr5&31714896
359184at7742,chr30&9662349,chr17&6004257,chr9&129828161,,chr32&10428691,chr5&33295826
266927at7742,chr30&10398905,chr17&8453680,chr9&135933400,chr2&25998952,chr32&11235121,chr5&51227147
414041at7742,chr30&11191590,chr17&5322475,chr9&128371381,chr2&29827401,chr32&12088487,chr10&10313065
191130at7742,chr30&11530871,chr17&8571978,chr9&120802697,chr2&34848007,chr32&12442650,chr21&5365135
190981at7742,chr30&11725822,chr17&6175362,chr7&21220209,chr10&62071123,chr32&12660097,
242641at7742,chr30&12650989,chr17&5270227,chr9&127786149,chr2&32707924,chr32&13638362,chr21&6137053
277508at7742,chr30&12888178,chr17&5692033,chr9&128922324,chr2&30266612,chr32&13886774,chr21&4509750
229857at7742,chr30&12915329,chr17&5699645,chr9&128945687,chr2&30284427,chr32&13919906,chr21&4534209
13670at7742,chr30&12922420,chr17&5702276,chr9&128947720,chr2&30286439,chr32&13927609,chr21&4540127
173113at7742,chr30&13805631,chr17&6894102,,,chr32&14909966,
78812at7742,chr30&13870699,chr17&6935885,chr9&132670599,chr2&28826733,chr32&14985818,chr21&17413862
132972at7742,chr30&14179959,chr17&880048,chr9&136940928,chr2&25501959,chr32&15331197,chr5&54457906
56414at7742,chr30&17174197,chr17&1423467,chr9&113985547,chr4&63070689,chr32&18467875,chr5&70274730
349482at7742,chr30&17651127,chr17&9046065,chrX&123116968,,chr32&18978870,chr10&9305528
355430at7742,chr30&17694828,chr17&9036358,chr9&122241884,chr2&36117815,chr32&19021290,chr10&9340260
392048at7742,chr30&17800338,chr17&9005934,chr9&122159973,chr2&36049529,chr32&19132872,chr10&9398328
384069at7742,chr30&17816239,chr17&9004054,chr9&122144241,chr2&36036504,chr32&19148486,chr10&9410435
115220at7742,chr30&20533967,chr17&9863241,chr9&124880530,chr2&39018409,chr32&21978066,chr8&41469237
320621at7742,chr30&20741344,chr17&9887750,chr9&125203014,chr2&34779237,chr32&22202158,chr5&2692341
158142at7742,chr30&20983782,chr17&9940195,chr9&125438887,chr2&34478551,chr32&22441525,chr5&5406503
182326at7742,chr30&23650438,chr17&10674866,chr9&120764559,chr2&34805711,chr32&25249216,chr5&32381383
190356at7742,chr30&26699537,chr17&2266834,chr9&137255510,chr2&25200320,chr32&28406959,chr5&29549349
115171at7742,chr30&27035565,chr8&1665097,chr1&108746738,chr3&108793773,chr10&7841653,chr23&1661677
413027at7742,chr30&27997899,chr3&45670579,chr6&159790588,,chr32&29784329,chr14&35499752
17848at7742,chr31&6114031,chr21&3831441,chr1&10638942,chr4&148928282,chr31&9508656,chr23&28958916
311134at7742,chr31&6490649,chr21&3742236,chr1&10461490,chr4&149104251,chr31&9902717,chr23&28803592
409455at7742,chr31&6549030,chr21&3735607,chr1&10430518,chr4&149128773,chr31&9955923,chr6&45934766
161769at7742,chr31&6637585,chr21&3724921,chr1&10399118,chr4&149142497,chr31&10041132,chr23&29375951
41902at7742,chr31&6946811,chr21&3601154,chr1&10095427,chr4&149329676,chr31&10343363,chr23&29508214
417286at7742,chr31&7427922,chr21&3581203,chr1&9930399,chr4&149477349,chr31&10799135,chr23&29570387
188889at7742,chr31&7749655,chr21&3426784,chr1&9588931,chr4&149716980,chr31&11139309,chr23&29827796
99037at7742,chr31&8182615,chr21&3294705,chr1&9244935,chr4&149981558,chr31&11565007,chr6&45921962
359693at7742,chr31&8320564,chr21&3259949,chr1&9104419,chr4&150087754,chr31&11698091,chr23&22597790
158236at7742,chr31&9547984,chr21&2886895,,chr4&156236045,chr31&12956980,chr23&23126700
380097at7742,chr31&10878977,chr21&2652581,chr1&1082893,chr4&156117032,chr31&14357053,chr6&40701141
313142at7742,chr31&12181784,chr21&937016,chr1&3781088,chr4&154011816,chr31&15728397,chr8&22327279
190766at7742,chr31&12291707,chr21&1852837,chr1&2019424,chr4&155385401,chr31&15843391,chr8&53185080
389786at7742,chr31&14244999,chr21&6530916,chr1&42788421,chr4&119205674,chr31&17898691,chr23&26504105
83474at7742,chr31&15600700,chr21&4124200,chr1&11066718,chr4&148558468,chr31&19214626,chr23&14772041
297797at7742,chr31&15746352,chr21&4174743,chr1&11189580,chr4&148496155,chr31&19361822,chr8&46200166
4106at7742,chr31&15758462,chr21&4138682,chr1&11108177,chr4&148452241,,chr8&46085411
284651at7742,chr31&15831190,chr21&4200721,chr1&11273532,chr4&148436155,chr31&19452875,chr8&53919227
257616at7742,chr31&17310550,chr21&6752829,chr1&20721792,chr4&138247201,chr31&21033619,chr11&37642035
72937at7742,chr31&17348685,,,chr4&138262503,chr31&21075370,
80791at7742,chr31&17456521,chr21&923764,chr1&3815402,chr4&153978983,chr31&21185641,chr8&22297813
249877at7742,chr31&17539510,chr21&921254,chr1&3857604,chr4&153965370,chr31&21273060,chr8&22277239
49935at7742,chr31&17603384,chr21&694040,chr1&5863265,chr4&152487624,chr31&21310001,chr8&21978667
356646at7742,chr31&19872122,chr21&1562123,chr1&2392702,chr4&155074939,chr31&23644367,chr8&48942385
333672at7742,chr31&19884198,chr21&1554923,chr1&2405766,chr4&155067069,chr31&23667772,chr8&47320145
73527at7742,chr31&20164649,chr21&1438217,chr1&2508847,chr4&154964146,chr31&23959879,chr11&15872641
308660at7742,chr31&21140324,chr21&560614,chr1&6614067,chr4&151991553,chr31&25017333,chr11&41090442
365226at7742,chr31&21193387,chr21&633615,chr1&6225080,chr4&152297374,chr31&25071722,chr23&21492222
420260at7742,chr31&21244927,chr9&19878996,,chr5&22528321,,chr24&26475296
366534at7742,chr31&21471284,chr21&260173,chr1&7962786,chr4&150889621,chr31&25357803,chr11&41459895
410824at7742,chr31&21817808,chr21&211381,chr10&73250852,chr14&20391327,chr31&25694387,chr11&41216767
123758at7742,chr31&22093472,chr21&216439,chr1&8324330,chr4&150629531,chr31&25991507,chr11&40651885
160945at7742,chr31&22415270,chr21&584706,chr1&6525854,chr4&152039355,chr31&26329266,chr23&24957014
340519at7742,chr31&22636800,chr21&5481801,chr1&12021727,chr4&147849766,chr31&26553710,chr11&40498048
118406at7742,chr31&22702772,chr21&5535457,,chr4&147941025,chr31&26618086,chr8&47834018
98637at7742,chr31&22843410,chr21&5607310,chr1&11790680,chr4&148041597,chr31&26775392,chr8&47221151
404922at7742,chr31&22886118,chr21&5634631,chr1&11736209,chr4&148080483,chr31&26819245,chr11&16040686
81824at7742,chr31&22964426,chr21&4664470,chr1&19219303,chr4&139352620,chr31&26902256,chr23&21261342
476at7742,chr31&22993501,chr21&4596244,chr1&19074832,chr4&139380687,chr31&26935968,chr23&21278702
136089at7742,chr31&23192784,chr21&4552271,chr1&18872845,chr4&45802464,chr31&27133624,chr11&41936542
391055at7742,chr31&23215611,chr21&2230408,chr1&1373801,chr4&155832016,chr31&27166241,chr23&29877373
328506at7742,chr31&23422285,chr21&2358946,chr1&1308644,chr4&155889318,chr31&27349209,chr11&3499340
336331at7742,chr31&23569079,chr21&2534192,chr1&1232279,chr4&155991639,chr31&27529602,chr11&2687404
419118at7742,chr31&23735772,chr21&2214657,chr1&1402083,chr4&155803656,chr31&27702526,chr22&9290
293076at7742,chr31&24159766,chr21&4814492,chr1&19882514,chr4&138895738,chr31&28149481,chr23&39615725
158042at7742,chr31&24202415,chr21&4789378,chr1&19683040,chr4&139001047,chr31&28197976,chr23&39696112
205403at7742,chr31&24273604,chr21&4783774,chr1&19665754,chr4&139061420,chr31&28267415,chr23&39730986
266056at7742,chr31&24468759,chr21&4912860,chr1&15573651,chr4&141746810,chr31&28476776,chr23&37483005
256473at7742,chr31&24509471,chr21&4924652,chr1&15492943,chr4&141793855,chr31&28511545,chr23&24973989
204708at7742,chr31&24525962,chr21&6771633,chr1&20652379,chr4&138304645,chr31&28533180,chr23&24227709
113103at7742,chr31&24572956,chr21&4339826,chr1&16250670,chr4&141157848,chr31&28580358,
363264at7742,chr31&24615095,chr21&4332989,chr1&16232048,chr4&141214361,chr31&28624657,chr6&41446643
53999at7742,chr31&24946101,chr21&4207421,chr1&15701941,chr4&141626570,chr31&28939017,chr23&24202889
376607at7742,chr31&25250512,,chr1&16974920,chr4&141012859,chr31&29257607,chr22&20270
58506at7742,chr31&25292864,chr21&4421740,chr1&16986221,chr4&140987048,chr31&29292230,chr23&24512746
313611at7742,chr31&25479179,chr4&50022591,chr4&70688678,chr5&88554614,chr31&29504010,chr11&26370750
234637at7742,chr31&25507769,chr21&6445312,chr1&42428356,chr4&119422886,chr31&29533260,chr8&26902866
1034at7742,chr31&26419309,chr21&5365044,chr1&12234267,chr4&144975137,chr31&30379177,chr23&21710988
185648at7742,chr31&27101126,chr21&162155,,chr4&140702157,chr31&31228314,chr23&21522751
395237at7742,chr31&27772756,chr21&6373919,chr1&42767312,chr4&119226342,chr31&31962018,chr11&39109229
116065at7742,chr32&13847,chr24&5480598,chr11&113733694,chr9&49055683,chr33&55325,chr21&23036565
